0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1+1j
